NO_OF_FRAMES	7383
NO_OF_CAMERAS	14
NO_OF_MARKERS	0
FREQUENCY	25
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
3182	127.24000	
3183	127.28000	
3184	127.32000	
3185	127.36000	
3186	127.40000	
3187	127.44000	
3188	127.48000	
3189	127.52000	
3190	127.56000	
3191	127.60000	
3192	127.64000	
3193	127.68000	
3194	127.72000	
3195	127.76000	
3196	127.80000	
3197	127.84000	
3198	127.88000	
3199	127.92000	
3200	127.96000	
3201	128.00000	
3202	128.04000	
3203	128.08000	
3204	128.12000	
3205	128.16000	
3206	128.20000	
3207	128.24000	
3208	128.28000	
3209	128.32000	
3210	128.36000	
3211	128.40000	
3212	128.44000	
3213	128.48000	
3214	128.52000	
3215	128.56000	
3216	128.60000	
3217	128.64000	
3218	128.68000	
3219	128.72000	
3220	128.76000	
3221	128.80000	
3222	128.84000	
3223	128.88000	
3224	128.92000	
3225	128.96000	
3226	129.00000	
3227	129.04000	
3228	129.08000	
3229	129.12000	
3230	129.16000	
3231	129.20000	
3232	129.24000	
3233	129.28000	
3234	129.32000	
3235	129.36000	
3236	129.40000	
3237	129.44000	
3238	129.48000	
3239	129.52000	
3240	129.56000	
3241	129.60000	
3242	129.64000	
3243	129.68000	
3244	129.72000	
3245	129.76000	
3246	129.80000	
3247	129.84000	
3248	129.88000	
3249	129.92000	
3250	129.96000	
3251	130.00000	
3252	130.04000	
3253	130.08000	
3254	130.12000	
3255	130.16000	
3256	130.20000	
3257	130.24000	
3258	130.28000	
3259	130.32000	
3260	130.36000	
3261	130.40000	
3262	130.44000	
3263	130.48000	
3264	130.52000	
3265	130.56000	
3266	130.60000	
3267	130.64000	
3268	130.68000	
3269	130.72000	
3270	130.76000	
3271	130.80000	
3272	130.84000	
3273	130.88000	
3274	130.92000	
3275	130.96000	
3276	131.00000	
3277	131.04000	
3278	131.08000	
3279	131.12000	
3280	131.16000	
3281	131.20000	
3282	131.24000	
3283	131.28000	
3284	131.32000	
3285	131.36000	
3286	131.40000	
3287	131.44000	
3288	131.48000	
3289	131.52000	
3290	131.56000	
3291	131.60000	
3292	131.64000	
3293	131.68000	
3294	131.72000	
3295	131.76000	
3296	131.80000	
3297	131.84000	
3298	131.88000	
3299	131.92000	
3300	131.96000	
3301	132.00000	
3302	132.04000	
3303	132.08000	
3304	132.12000	
3305	132.16000	
3306	132.20000	
3307	132.24000	
3308	132.28000	
3309	132.32000	
3310	132.36000	
3311	132.40000	
3312	132.44000	
3313	132.48000	
3314	132.52000	
3315	132.56000	
3316	132.60000	
3317	132.64000	
3318	132.68000	
3319	132.72000	
3320	132.76000	
3321	132.80000	
3322	132.84000	
3323	132.88000	
3324	132.92000	
3325	132.96000	
3326	133.00000	
3327	133.04000	
3328	133.08000	
3329	133.12000	
3330	133.16000	
3331	133.20000	
3332	133.24000	
3333	133.28000	
3334	133.32000	
3335	133.36000	
3336	133.40000	
3337	133.44000	
3338	133.48000	
3339	133.52000	
3340	133.56000	
3341	133.60000	
3342	133.64000	
3343	133.68000	
3344	133.72000	
3345	133.76000	
3346	133.80000	
3347	133.84000	
3348	133.88000	
3349	133.92000	
3350	133.96000	
3351	134.00000	
3352	134.04000	
3353	134.08000	
3354	134.12000	
3355	134.16000	
3356	134.20000	
3357	134.24000	
3358	134.28000	
3359	134.32000	
3360	134.36000	
3361	134.40000	
3362	134.44000	
3363	134.48000	
3364	134.52000	
3365	134.56000	
3366	134.60000	
3367	134.64000	
3368	134.68000	
3369	134.72000	
3370	134.76000	
3371	134.80000	
3372	134.84000	
3373	134.88000	
3374	134.92000	
3375	134.96000	
3376	135.00000	
3377	135.04000	
3378	135.08000	
3379	135.12000	
3380	135.16000	
3381	135.20000	
3382	135.24000	
3383	135.28000	
3384	135.32000	
3385	135.36000	
3386	135.40000	
3387	135.44000	
3388	135.48000	
3389	135.52000	
3390	135.56000	
3391	135.60000	
3392	135.64000	
3393	135.68000	
3394	135.72000	
3395	135.76000	
3396	135.80000	
3397	135.84000	
3398	135.88000	
3399	135.92000	
3400	135.96000	
3401	136.00000	
3402	136.04000	
3403	136.08000	
3404	136.12000	
3405	136.16000	
3406	136.20000	
3407	136.24000	
3408	136.28000	
3409	136.32000	
3410	136.36000	
3411	136.40000	
3412	136.44000	
3413	136.48000	
3414	136.52000	
3415	136.56000	
3416	136.60000	
3417	136.64000	
3418	136.68000	
3419	136.72000	
3420	136.76000	
3421	136.80000	
3422	136.84000	
3423	136.88000	
3424	136.92000	
3425	136.96000	
3426	137.00000	
3427	137.04000	
3428	137.08000	
3429	137.12000	
3430	137.16000	
3431	137.20000	
3432	137.24000	
3433	137.28000	
3434	137.32000	
3435	137.36000	
3436	137.40000	
3437	137.44000	
3438	137.48000	
3439	137.52000	
3440	137.56000	
3441	137.60000	
3442	137.64000	
3443	137.68000	
3444	137.72000	
3445	137.76000	
3446	137.80000	
3447	137.84000	
3448	137.88000	
3449	137.92000	
3450	137.96000	
3451	138.00000	
3452	138.04000	
3453	138.08000	
3454	138.12000	
3455	138.16000	
3456	138.20000	
3457	138.24000	
3458	138.28000	
3459	138.32000	
3460	138.36000	
3461	138.40000	
3462	138.44000	
3463	138.48000	
3464	138.52000	
3465	138.56000	
3466	138.60000	
3467	138.64000	
3468	138.68000	
3469	138.72000	
3470	138.76000	
3471	138.80000	
3472	138.84000	
3473	138.88000	
3474	138.92000	
3475	138.96000	
3476	139.00000	
3477	139.04000	
3478	139.08000	
3479	139.12000	
3480	139.16000	
3481	139.20000	
3482	139.24000	
3483	139.28000	
3484	139.32000	
3485	139.36000	
3486	139.40000	
3487	139.44000	
3488	139.48000	
3489	139.52000	
3490	139.56000	
3491	139.60000	
3492	139.64000	
3493	139.68000	
3494	139.72000	
3495	139.76000	
3496	139.80000	
3497	139.84000	
3498	139.88000	
3499	139.92000	
3500	139.96000	
3501	140.00000	
3502	140.04000	
3503	140.08000	
3504	140.12000	
3505	140.16000	
3506	140.20000	
3507	140.24000	
3508	140.28000	
3509	140.32000	
3510	140.36000	
3511	140.40000	
3512	140.44000	
3513	140.48000	
3514	140.52000	
3515	140.56000	
3516	140.60000	
3517	140.64000	
3518	140.68000	
3519	140.72000	
3520	140.76000	
3521	140.80000	
3522	140.84000	
3523	140.88000	
3524	140.92000	
3525	140.96000	
3526	141.00000	
3527	141.04000	
3528	141.08000	
3529	141.12000	
3530	141.16000	
3531	141.20000	
3532	141.24000	
3533	141.28000	
3534	141.32000	
3535	141.36000	
3536	141.40000	
3537	141.44000	
3538	141.48000	
3539	141.52000	
3540	141.56000	
3541	141.60000	
3542	141.64000	
3543	141.68000	
3544	141.72000	
3545	141.76000	
3546	141.80000	
3547	141.84000	
3548	141.88000	
3549	141.92000	
3550	141.96000	
3551	142.00000	
3552	142.04000	
3553	142.08000	
3554	142.12000	
3555	142.16000	
3556	142.20000	
3557	142.24000	
3558	142.28000	
3559	142.32000	
3560	142.36000	
3561	142.40000	
3562	142.44000	
3563	142.48000	
3564	142.52000	
3565	142.56000	
3566	142.60000	
3567	142.64000	
3568	142.68000	
3569	142.72000	
3570	142.76000	
3571	142.80000	
3572	142.84000	
3573	142.88000	
3574	142.92000	
3575	142.96000	
3576	143.00000	
3577	143.04000	
3578	143.08000	
3579	143.12000	
3580	143.16000	
3581	143.20000	
3582	143.24000	
3583	143.28000	
3584	143.32000	
3585	143.36000	
3586	143.40000	
3587	143.44000	
3588	143.48000	
3589	143.52000	
3590	143.56000	
3591	143.60000	
3592	143.64000	
3593	143.68000	
3594	143.72000	
3595	143.76000	
3596	143.80000	
3597	143.84000	
3598	143.88000	
3599	143.92000	
3600	143.96000	
3601	144.00000	
3602	144.04000	
3603	144.08000	
3604	144.12000	
3605	144.16000	
3606	144.20000	
3607	144.24000	
3608	144.28000	
3609	144.32000	
3610	144.36000	
3611	144.40000	
3612	144.44000	
3613	144.48000	
3614	144.52000	
3615	144.56000	
3616	144.60000	
3617	144.64000	
3618	144.68000	
3619	144.72000	
3620	144.76000	
3621	144.80000	
3622	144.84000	
3623	144.88000	
3624	144.92000	
3625	144.96000	
3626	145.00000	
3627	145.04000	
3628	145.08000	
3629	145.12000	
3630	145.16000	
3631	145.20000	
3632	145.24000	
3633	145.28000	
3634	145.32000	
3635	145.36000	
3636	145.40000	
3637	145.44000	
3638	145.48000	
3639	145.52000	
3640	145.56000	
3641	145.60000	
3642	145.64000	
3643	145.68000	
3644	145.72000	
3645	145.76000	
3646	145.80000	
3647	145.84000	
3648	145.88000	
3649	145.92000	
3650	145.96000	
3651	146.00000	
3652	146.04000	
3653	146.08000	
3654	146.12000	
3655	146.16000	
3656	146.20000	
3657	146.24000	
3658	146.28000	
3659	146.32000	
3660	146.36000	
3661	146.40000	
3662	146.44000	
3663	146.48000	
3664	146.52000	
3665	146.56000	
3666	146.60000	
3667	146.64000	
3668	146.68000	
3669	146.72000	
3670	146.76000	
3671	146.80000	
3672	146.84000	
3673	146.88000	
3674	146.92000	
3675	146.96000	
3676	147.00000	
3677	147.04000	
3678	147.08000	
3679	147.12000	
3680	147.16000	
3681	147.20000	
3682	147.24000	
3683	147.28000	
3684	147.32000	
3685	147.36000	
3686	147.40000	
3687	147.44000	
3688	147.48000	
3689	147.52000	
3690	147.56000	
3691	147.60000	
3692	147.64000	
3693	147.68000	
3694	147.72000	
3695	147.76000	
3696	147.80000	
3697	147.84000	
3698	147.88000	
3699	147.92000	
3700	147.96000	
3701	148.00000	
3702	148.04000	
3703	148.08000	
3704	148.12000	
3705	148.16000	
3706	148.20000	
3707	148.24000	
3708	148.28000	
3709	148.32000	
3710	148.36000	
3711	148.40000	
3712	148.44000	
3713	148.48000	
3714	148.52000	
3715	148.56000	
3716	148.60000	
3717	148.64000	
3718	148.68000	
3719	148.72000	
3720	148.76000	
3721	148.80000	
3722	148.84000	
3723	148.88000	
3724	148.92000	
3725	148.96000	
3726	149.00000	
3727	149.04000	
3728	149.08000	
3729	149.12000	
3730	149.16000	
3731	149.20000	
3732	149.24000	
3733	149.28000	
3734	149.32000	
3735	149.36000	
3736	149.40000	
3737	149.44000	
3738	149.48000	
3739	149.52000	
3740	149.56000	
3741	149.60000	
3742	149.64000	
3743	149.68000	
3744	149.72000	
3745	149.76000	
3746	149.80000	
3747	149.84000	
3748	149.88000	
3749	149.92000	
3750	149.96000	
3751	150.00000	
3752	150.04000	
3753	150.08000	
3754	150.12000	
3755	150.16000	
3756	150.20000	
3757	150.24000	
3758	150.28000	
3759	150.32000	
3760	150.36000	
3761	150.40000	
3762	150.44000	
3763	150.48000	
3764	150.52000	
3765	150.56000	
3766	150.60000	
3767	150.64000	
3768	150.68000	
3769	150.72000	
3770	150.76000	
3771	150.80000	
3772	150.84000	
3773	150.88000	
3774	150.92000	
3775	150.96000	
3776	151.00000	
3777	151.04000	
3778	151.08000	
3779	151.12000	
3780	151.16000	
3781	151.20000	
3782	151.24000	
3783	151.28000	
3784	151.32000	
3785	151.36000	
3786	151.40000	
3787	151.44000	
3788	151.48000	
3789	151.52000	
3790	151.56000	
3791	151.60000	
3792	151.64000	
3793	151.68000	
3794	151.72000	
3795	151.76000	
3796	151.80000	
3797	151.84000	
3798	151.88000	
3799	151.92000	
3800	151.96000	
3801	152.00000	
3802	152.04000	
3803	152.08000	
3804	152.12000	
3805	152.16000	
3806	152.20000	
3807	152.24000	
3808	152.28000	
3809	152.32000	
3810	152.36000	
3811	152.40000	
3812	152.44000	
3813	152.48000	
3814	152.52000	
3815	152.56000	
3816	152.60000	
3817	152.64000	
3818	152.68000	
3819	152.72000	
3820	152.76000	
3821	152.80000	
3822	152.84000	
3823	152.88000	
3824	152.92000	
3825	152.96000	
3826	153.00000	
3827	153.04000	
3828	153.08000	
3829	153.12000	
3830	153.16000	
3831	153.20000	
3832	153.24000	
3833	153.28000	
3834	153.32000	
3835	153.36000	
3836	153.40000	
3837	153.44000	
3838	153.48000	
3839	153.52000	
3840	153.56000	
3841	153.60000	
3842	153.64000	
3843	153.68000	
3844	153.72000	
3845	153.76000	
3846	153.80000	
3847	153.84000	
3848	153.88000	
3849	153.92000	
3850	153.96000	
3851	154.00000	
3852	154.04000	
3853	154.08000	
3854	154.12000	
3855	154.16000	
3856	154.20000	
3857	154.24000	
3858	154.28000	
3859	154.32000	
3860	154.36000	
3861	154.40000	
3862	154.44000	
3863	154.48000	
3864	154.52000	
3865	154.56000	
3866	154.60000	
3867	154.64000	
3868	154.68000	
3869	154.72000	
3870	154.76000	
3871	154.80000	
3872	154.84000	
3873	154.88000	
3874	154.92000	
3875	154.96000	
3876	155.00000	
3877	155.04000	
3878	155.08000	
3879	155.12000	
3880	155.16000	
3881	155.20000	
3882	155.24000	
3883	155.28000	
3884	155.32000	
3885	155.36000	
3886	155.40000	
3887	155.44000	
3888	155.48000	
3889	155.52000	
3890	155.56000	
3891	155.60000	
3892	155.64000	
3893	155.68000	
3894	155.72000	
3895	155.76000	
3896	155.80000	
3897	155.84000	
3898	155.88000	
3899	155.92000	
3900	155.96000	
3901	156.00000	
3902	156.04000	
3903	156.08000	
3904	156.12000	
3905	156.16000	
3906	156.20000	
3907	156.24000	
3908	156.28000	
3909	156.32000	
3910	156.36000	
3911	156.40000	
3912	156.44000	
3913	156.48000	
3914	156.52000	
3915	156.56000	
3916	156.60000	
3917	156.64000	
3918	156.68000	
3919	156.72000	
3920	156.76000	
3921	156.80000	
3922	156.84000	
3923	156.88000	
3924	156.92000	
3925	156.96000	
3926	157.00000	
3927	157.04000	
3928	157.08000	
3929	157.12000	
3930	157.16000	
3931	157.20000	
3932	157.24000	
3933	157.28000	
3934	157.32000	
3935	157.36000	
3936	157.40000	
3937	157.44000	
3938	157.48000	
3939	157.52000	
3940	157.56000	
3941	157.60000	
3942	157.64000	
3943	157.68000	
3944	157.72000	
3945	157.76000	
3946	157.80000	
3947	157.84000	
3948	157.88000	
3949	157.92000	
3950	157.96000	
3951	158.00000	
3952	158.04000	
3953	158.08000	
3954	158.12000	
3955	158.16000	
3956	158.20000	
3957	158.24000	
3958	158.28000	
3959	158.32000	
3960	158.36000	
3961	158.40000	
3962	158.44000	
3963	158.48000	
3964	158.52000	
3965	158.56000	
3966	158.60000	
3967	158.64000	
3968	158.68000	
3969	158.72000	
3970	158.76000	
3971	158.80000	
3972	158.84000	
3973	158.88000	
3974	158.92000	
3975	158.96000	
3976	159.00000	
3977	159.04000	
3978	159.08000	
3979	159.12000	
3980	159.16000	
3981	159.20000	
3982	159.24000	
3983	159.28000	
3984	159.32000	
3985	159.36000	
3986	159.40000	
3987	159.44000	
3988	159.48000	
3989	159.52000	
3990	159.56000	
3991	159.60000	
3992	159.64000	
3993	159.68000	
3994	159.72000	
3995	159.76000	
3996	159.80000	
3997	159.84000	
3998	159.88000	
3999	159.92000	
4000	159.96000	
4001	160.00000	
4002	160.04000	
4003	160.08000	
4004	160.12000	
4005	160.16000	
4006	160.20000	
4007	160.24000	
4008	160.28000	
4009	160.32000	
4010	160.36000	
4011	160.40000	
4012	160.44000	
4013	160.48000	
4014	160.52000	
4015	160.56000	
4016	160.60000	
4017	160.64000	
4018	160.68000	
4019	160.72000	
4020	160.76000	
4021	160.80000	
4022	160.84000	
4023	160.88000	
4024	160.92000	
4025	160.96000	
4026	161.00000	
4027	161.04000	
4028	161.08000	
4029	161.12000	
4030	161.16000	
4031	161.20000	
4032	161.24000	
4033	161.28000	
4034	161.32000	
4035	161.36000	
4036	161.40000	
4037	161.44000	
4038	161.48000	
4039	161.52000	
4040	161.56000	
4041	161.60000	
4042	161.64000	
4043	161.68000	
4044	161.72000	
4045	161.76000	
4046	161.80000	
4047	161.84000	
4048	161.88000	
4049	161.92000	
4050	161.96000	
4051	162.00000	
4052	162.04000	
4053	162.08000	
4054	162.12000	
4055	162.16000	
4056	162.20000	
4057	162.24000	
4058	162.28000	
4059	162.32000	
4060	162.36000	
4061	162.40000	
4062	162.44000	
4063	162.48000	
4064	162.52000	
4065	162.56000	
4066	162.60000	
4067	162.64000	
4068	162.68000	
4069	162.72000	
4070	162.76000	
4071	162.80000	
4072	162.84000	
4073	162.88000	
4074	162.92000	
4075	162.96000	
4076	163.00000	
4077	163.04000	
4078	163.08000	
4079	163.12000	
4080	163.16000	
4081	163.20000	
4082	163.24000	
4083	163.28000	
4084	163.32000	
4085	163.36000	
4086	163.40000	
4087	163.44000	
4088	163.48000	
4089	163.52000	
4090	163.56000	
4091	163.60000	
4092	163.64000	
4093	163.68000	
4094	163.72000	
4095	163.76000	
4096	163.80000	
4097	163.84000	
4098	163.88000	
4099	163.92000	
4100	163.96000	
4101	164.00000	
4102	164.04000	
4103	164.08000	
4104	164.12000	
4105	164.16000	
4106	164.20000	
4107	164.24000	
4108	164.28000	
4109	164.32000	
4110	164.36000	
4111	164.40000	
4112	164.44000	
4113	164.48000	
4114	164.52000	
4115	164.56000	
4116	164.60000	
4117	164.64000	
4118	164.68000	
4119	164.72000	
4120	164.76000	
4121	164.80000	
4122	164.84000	
4123	164.88000	
4124	164.92000	
4125	164.96000	
4126	165.00000	
4127	165.04000	
4128	165.08000	
4129	165.12000	
4130	165.16000	
4131	165.20000	
4132	165.24000	
4133	165.28000	
4134	165.32000	
4135	165.36000	
4136	165.40000	
4137	165.44000	
4138	165.48000	
4139	165.52000	
4140	165.56000	
4141	165.60000	
4142	165.64000	
4143	165.68000	
4144	165.72000	
4145	165.76000	
4146	165.80000	
4147	165.84000	
4148	165.88000	
4149	165.92000	
4150	165.96000	
4151	166.00000	
4152	166.04000	
4153	166.08000	
4154	166.12000	
4155	166.16000	
4156	166.20000	
4157	166.24000	
4158	166.28000	
4159	166.32000	
4160	166.36000	
4161	166.40000	
4162	166.44000	
4163	166.48000	
4164	166.52000	
4165	166.56000	
4166	166.60000	
4167	166.64000	
4168	166.68000	
4169	166.72000	
4170	166.76000	
4171	166.80000	
4172	166.84000	
4173	166.88000	
4174	166.92000	
4175	166.96000	
4176	167.00000	
4177	167.04000	
4178	167.08000	
4179	167.12000	
4180	167.16000	
4181	167.20000	
4182	167.24000	
4183	167.28000	
4184	167.32000	
4185	167.36000	
4186	167.40000	
4187	167.44000	
4188	167.48000	
4189	167.52000	
4190	167.56000	
4191	167.60000	
4192	167.64000	
4193	167.68000	
4194	167.72000	
4195	167.76000	
4196	167.80000	
4197	167.84000	
4198	167.88000	
4199	167.92000	
4200	167.96000	
4201	168.00000	
4202	168.04000	
4203	168.08000	
4204	168.12000	
4205	168.16000	
4206	168.20000	
4207	168.24000	
4208	168.28000	
4209	168.32000	
4210	168.36000	
4211	168.40000	
4212	168.44000	
4213	168.48000	
4214	168.52000	
4215	168.56000	
4216	168.60000	
4217	168.64000	
4218	168.68000	
4219	168.72000	
4220	168.76000	
4221	168.80000	
4222	168.84000	
4223	168.88000	
4224	168.92000	
4225	168.96000	
4226	169.00000	
4227	169.04000	
4228	169.08000	
4229	169.12000	
4230	169.16000	
4231	169.20000	
4232	169.24000	
4233	169.28000	
4234	169.32000	
4235	169.36000	
4236	169.40000	
4237	169.44000	
4238	169.48000	
4239	169.52000	
4240	169.56000	
4241	169.60000	
4242	169.64000	
4243	169.68000	
4244	169.72000	
4245	169.76000	
4246	169.80000	
4247	169.84000	
4248	169.88000	
4249	169.92000	
4250	169.96000	
4251	170.00000	
4252	170.04000	
4253	170.08000	
4254	170.12000	
4255	170.16000	
4256	170.20000	
4257	170.24000	
4258	170.28000	
4259	170.32000	
4260	170.36000	
4261	170.40000	
4262	170.44000	
4263	170.48000	
4264	170.52000	
4265	170.56000	
4266	170.60000	
4267	170.64000	
4268	170.68000	
4269	170.72000	
4270	170.76000	
4271	170.80000	
4272	170.84000	
4273	170.88000	
4274	170.92000	
4275	170.96000	
4276	171.00000	
4277	171.04000	
4278	171.08000	
4279	171.12000	
4280	171.16000	
4281	171.20000	
4282	171.24000	
4283	171.28000	
4284	171.32000	
4285	171.36000	
4286	171.40000	
4287	171.44000	
4288	171.48000	
4289	171.52000	
4290	171.56000	
4291	171.60000	
4292	171.64000	
4293	171.68000	
4294	171.72000	
4295	171.76000	
4296	171.80000	
4297	171.84000	
4298	171.88000	
4299	171.92000	
4300	171.96000	
4301	172.00000	
4302	172.04000	
4303	172.08000	
4304	172.12000	
4305	172.16000	
4306	172.20000	
4307	172.24000	
4308	172.28000	
4309	172.32000	
4310	172.36000	
4311	172.40000	
4312	172.44000	
4313	172.48000	
4314	172.52000	
4315	172.56000	
4316	172.60000	
4317	172.64000	
4318	172.68000	
4319	172.72000	
4320	172.76000	
4321	172.80000	
4322	172.84000	
4323	172.88000	
4324	172.92000	
4325	172.96000	
4326	173.00000	
4327	173.04000	
4328	173.08000	
4329	173.12000	
4330	173.16000	
4331	173.20000	
4332	173.24000	
4333	173.28000	
4334	173.32000	
4335	173.36000	
4336	173.40000	
4337	173.44000	
4338	173.48000	
4339	173.52000	
4340	173.56000	
4341	173.60000	
4342	173.64000	
4343	173.68000	
4344	173.72000	
4345	173.76000	
4346	173.80000	
4347	173.84000	
4348	173.88000	
4349	173.92000	
4350	173.96000	
4351	174.00000	
4352	174.04000	
4353	174.08000	
4354	174.12000	
4355	174.16000	
4356	174.20000	
4357	174.24000	
4358	174.28000	
4359	174.32000	
4360	174.36000	
4361	174.40000	
4362	174.44000	
4363	174.48000	
4364	174.52000	
4365	174.56000	
4366	174.60000	
4367	174.64000	
4368	174.68000	
4369	174.72000	
4370	174.76000	
4371	174.80000	
4372	174.84000	
4373	174.88000	
4374	174.92000	
4375	174.96000	
4376	175.00000	
4377	175.04000	
4378	175.08000	
4379	175.12000	
4380	175.16000	
4381	175.20000	
4382	175.24000	
4383	175.28000	
4384	175.32000	
4385	175.36000	
4386	175.40000	
4387	175.44000	
4388	175.48000	
4389	175.52000	
4390	175.56000	
4391	175.60000	
4392	175.64000	
4393	175.68000	
4394	175.72000	
4395	175.76000	
4396	175.80000	
4397	175.84000	
4398	175.88000	
4399	175.92000	
4400	175.96000	
4401	176.00000	
4402	176.04000	
4403	176.08000	
4404	176.12000	
4405	176.16000	
4406	176.20000	
4407	176.24000	
4408	176.28000	
4409	176.32000	
4410	176.36000	
4411	176.40000	
4412	176.44000	
4413	176.48000	
4414	176.52000	
4415	176.56000	
4416	176.60000	
4417	176.64000	
4418	176.68000	
4419	176.72000	
4420	176.76000	
4421	176.80000	
4422	176.84000	
4423	176.88000	
4424	176.92000	
4425	176.96000	
4426	177.00000	
4427	177.04000	
4428	177.08000	
4429	177.12000	
4430	177.16000	
4431	177.20000	
4432	177.24000	
4433	177.28000	
4434	177.32000	
4435	177.36000	
4436	177.40000	
4437	177.44000	
4438	177.48000	
4439	177.52000	
4440	177.56000	
4441	177.60000	
4442	177.64000	
4443	177.68000	
4444	177.72000	
4445	177.76000	
4446	177.80000	
4447	177.84000	
4448	177.88000	
4449	177.92000	
4450	177.96000	
4451	178.00000	
4452	178.04000	
4453	178.08000	
4454	178.12000	
4455	178.16000	
4456	178.20000	
4457	178.24000	
4458	178.28000	
4459	178.32000	
4460	178.36000	
4461	178.40000	
4462	178.44000	
4463	178.48000	
4464	178.52000	
4465	178.56000	
4466	178.60000	
4467	178.64000	
4468	178.68000	
4469	178.72000	
4470	178.76000	
4471	178.80000	
4472	178.84000	
4473	178.88000	
4474	178.92000	
4475	178.96000	
4476	179.00000	
4477	179.04000	
4478	179.08000	
4479	179.12000	
4480	179.16000	
4481	179.20000	
4482	179.24000	
4483	179.28000	
4484	179.32000	
4485	179.36000	
4486	179.40000	
4487	179.44000	
4488	179.48000	
4489	179.52000	
4490	179.56000	
4491	179.60000	
4492	179.64000	
4493	179.68000	
4494	179.72000	
4495	179.76000	
4496	179.80000	
4497	179.84000	
4498	179.88000	
4499	179.92000	
4500	179.96000	
4501	180.00000	
4502	180.04000	
4503	180.08000	
4504	180.12000	
4505	180.16000	
4506	180.20000	
4507	180.24000	
4508	180.28000	
4509	180.32000	
4510	180.36000	
4511	180.40000	
4512	180.44000	
4513	180.48000	
4514	180.52000	
4515	180.56000	
4516	180.60000	
4517	180.64000	
4518	180.68000	
4519	180.72000	
4520	180.76000	
4521	180.80000	
4522	180.84000	
4523	180.88000	
4524	180.92000	
4525	180.96000	
4526	181.00000	
4527	181.04000	
4528	181.08000	
4529	181.12000	
4530	181.16000	
4531	181.20000	
4532	181.24000	
4533	181.28000	
4534	181.32000	
4535	181.36000	
4536	181.40000	
4537	181.44000	
4538	181.48000	
4539	181.52000	
4540	181.56000	
4541	181.60000	
4542	181.64000	
4543	181.68000	
4544	181.72000	
4545	181.76000	
4546	181.80000	
4547	181.84000	
4548	181.88000	
4549	181.92000	
4550	181.96000	
4551	182.00000	
4552	182.04000	
4553	182.08000	
4554	182.12000	
4555	182.16000	
4556	182.20000	
4557	182.24000	
4558	182.28000	
4559	182.32000	
4560	182.36000	
4561	182.40000	
4562	182.44000	
4563	182.48000	
4564	182.52000	
4565	182.56000	
4566	182.60000	
4567	182.64000	
4568	182.68000	
4569	182.72000	
4570	182.76000	
4571	182.80000	
4572	182.84000	
4573	182.88000	
4574	182.92000	
4575	182.96000	
4576	183.00000	
4577	183.04000	
4578	183.08000	
4579	183.12000	
4580	183.16000	
4581	183.20000	
4582	183.24000	
4583	183.28000	
4584	183.32000	
4585	183.36000	
4586	183.40000	
4587	183.44000	
4588	183.48000	
4589	183.52000	
4590	183.56000	
4591	183.60000	
4592	183.64000	
4593	183.68000	
4594	183.72000	
4595	183.76000	
4596	183.80000	
4597	183.84000	
4598	183.88000	
4599	183.92000	
4600	183.96000	
4601	184.00000	
4602	184.04000	
4603	184.08000	
4604	184.12000	
4605	184.16000	
4606	184.20000	
4607	184.24000	
4608	184.28000	
4609	184.32000	
4610	184.36000	
4611	184.40000	
4612	184.44000	
4613	184.48000	
4614	184.52000	
4615	184.56000	
4616	184.60000	
4617	184.64000	
4618	184.68000	
4619	184.72000	
4620	184.76000	
4621	184.80000	
4622	184.84000	
4623	184.88000	
4624	184.92000	
4625	184.96000	
4626	185.00000	
4627	185.04000	
4628	185.08000	
4629	185.12000	
4630	185.16000	
4631	185.20000	
4632	185.24000	
4633	185.28000	
4634	185.32000	
4635	185.36000	
4636	185.40000	
4637	185.44000	
4638	185.48000	
4639	185.52000	
4640	185.56000	
4641	185.60000	
4642	185.64000	
4643	185.68000	
4644	185.72000	
4645	185.76000	
4646	185.80000	
4647	185.84000	
4648	185.88000	
4649	185.92000	
4650	185.96000	
4651	186.00000	
4652	186.04000	
4653	186.08000	
4654	186.12000	
4655	186.16000	
4656	186.20000	
4657	186.24000	
4658	186.28000	
4659	186.32000	
4660	186.36000	
4661	186.40000	
4662	186.44000	
4663	186.48000	
4664	186.52000	
4665	186.56000	
4666	186.60000	
4667	186.64000	
4668	186.68000	
4669	186.72000	
4670	186.76000	
4671	186.80000	
4672	186.84000	
4673	186.88000	
4674	186.92000	
4675	186.96000	
4676	187.00000	
4677	187.04000	
4678	187.08000	
4679	187.12000	
4680	187.16000	
4681	187.20000	
4682	187.24000	
4683	187.28000	
4684	187.32000	
4685	187.36000	
4686	187.40000	
4687	187.44000	
4688	187.48000	
4689	187.52000	
4690	187.56000	
4691	187.60000	
4692	187.64000	
4693	187.68000	
4694	187.72000	
4695	187.76000	
4696	187.80000	
4697	187.84000	
4698	187.88000	
4699	187.92000	
4700	187.96000	
4701	188.00000	
4702	188.04000	
4703	188.08000	
4704	188.12000	
4705	188.16000	
4706	188.20000	
4707	188.24000	
4708	188.28000	
4709	188.32000	
4710	188.36000	
4711	188.40000	
4712	188.44000	
4713	188.48000	
4714	188.52000	
4715	188.56000	
4716	188.60000	
4717	188.64000	
4718	188.68000	
4719	188.72000	
4720	188.76000	
4721	188.80000	
4722	188.84000	
4723	188.88000	
4724	188.92000	
4725	188.96000	
4726	189.00000	
